M.E.T. [s], Sea Level Altitude [m], Radar Altitude [m], Latitude [deg], Longitude [deg], Surface Velocity [m/s], Orbital Velocity [m/s], Vertical Speed [m/s], Ground Speed [m/s], Apoapsis [m], Time to Apoapsis [s], Periapsis [m], Time to Periapsis [s], Inclination [deg], Mass [t], Max Thrust [kN], Current Thrust [kN], T.W.R., % Terminal Velocity, Trajectory Preferred Pitch [deg], Pitch Command [deg], Vessel Pitch [deg], Heading Command [deg], Vessel Heading [deg], dv Spent [m/s], Dynamic Pressure [kPa]
61.3999999678344, 8371.87187941594, 8371.87187941594, -0.100090034306049, -74.3676300048828, 299.888898866676, 415.066215351187, 263.364371404915, 143.431375709646, 12081.9471127116, 28.3254027837085, -594559.25046586, 315.138191212774, 0.155534861774579, 108.93782043457, 1718.88582611084, 1718.84703063965, 1.65293122670675, NoAcc, 61.4837163863007, 61.4837163863007, 61.4696571029475, 90.308660357473, 89.9132192280543, 916.304589573855, 0.166579402400127
62.4999999672582, 8663.44429221598, 8663.44429221598, -0.100150413811207, -74.3523788452148, 306.408947555757, 422.912826192188, 266.808006356059, 150.66496237192, 12479.1494319019, 28.7538370015973, -594300.353382828, 316.023841840296, 0.136861074699262, 108.257255554199, 1720.99373626709, 1720.95613098145, 1.66695542735375, NoAcc, 60.7788144591741, 60.7788144591741, 60.8550211532424, 90.2726377125995, 89.5010813468892, 933.73123508964, 0.166421274349775
63.5199999667238, 8937.14035293157, 8937.14035293157, -0.100206151604652, -74.3375778198242, 312.465981336651, 430.197363007123, 269.890158144823, 157.462033612038, 12849.1893307632, 29.1416004124595, -594051.235852304, 316.843300469858, 0.136577260747393, 107.626190185547, 1722.88745117188, 1722.85093688965, 1.68008123595177, NoAcc, 60.1262465484077, 60.1262465484077, 60.5376448696959, 89.7253679128741, 90.0142559200857, 950.007812290447, 0.165345882063983
64.6199999661476, 9235.70858305087, 9235.70858305087, -0.100265368819237, -74.3208694458008, 319.082648155816, 438.163324112992, 273.105546560947, 165.006353792133, 13250.277693847, 29.5511593943367, -593768.208235431, 317.730096937597, 0.137420271500119, 106.94563293457, 1724.84934997559, 1724.81449127197, 1.69435512120785, NoAcc, 59.4110079649086, 59.4110079649086, 59.3485367051336, 89.728655915979, 90.4990620745702, 967.68804155382, 0.162928022774231
65.6399999656132, 9515.74771457689, 9515.74771457689, -0.10031121969223, -74.3046875, 325.326912837555, 445.638079216929, 276.069414985972, 172.114143305299, 13626.3610609405, 29.9318081279467, -593495.140863598, 318.563835224526, 0.132389456049586, 106.314567565918, 1726.5904006958, 1726.55694580078, 1.70769880699273, NoAcc, 58.7734265831002, 58.7734265831002, 58.8998539116042, 90.2690586877615, 89.5336729799504, 983.877837147642, 0.160600240715141
66.6599999650789, 9798.76816900459, 9798.76816900459, -0.100366316735744, -74.2878189086914, 331.708178329645, 453.263876205591, 278.984315853681, 179.438198493032, 14005.5016934134, 30.3102487529886, -593207.372299984, 319.408007352364, 0.133799163174974, 105.683502197266, 1728.25695800781, 1728.2248840332, 1.72114815859253, NoAcc, 58.1243002488587, 58.1243002488587, 58.1921485334955, 89.7333413058329, 90.2076930654109, 1000.50551631746, 0.158236713538079
67.6799999645446, 10084.7789753119, 10084.7789753119, -0.100411117076874, -74.2702484130859, 338.26201528893, 461.041146978389, 281.928512398275, 186.915769490495, 14390.061349117, 30.6950044711078, -592906.754464612, 320.271512716665, 0.124182953200219, 105.052436828613, 1729.85149383545, 1729.82092285156, 1.73470798058354, NoAcc, 57.4760464972988, 57.4760464972988, 57.4664923246501, 90.2481296722999, 89.6284889220982, 1016.59061636839, 0.155858543120449
68.7799999639683, 10396.647328672, 10396.647328672, -0.100459441542625, -74.2505035400391, 345.508845603609, 469.560361863243, 285.16606777564, 195.081204065684, 14811.8384517872, 31.1201731567782, -592570.490459571, 321.226650148849, 0.11989922084763, 104.371879577637, 1731.4928894043, 1731.46357727051, 1.74945931201359, NoAcc, 56.7778958641061, 56.7778958641061, 57.2148190095476, 90.2431700093617, 89.6777545008582, 1035.106435941, 0.153270772339213
69.7999999634339, 10688.9551546115, 10688.9551546115, -0.100511245429516, -74.2314376831055, 352.44172843174, 477.684161729181, 288.161608635275, 202.92377694268, 15207.6984470726, 31.5176326688766, -592239.876690799, 322.132311778179, 0.124464126341646, 103.740814208984, 1732.94507598877, 1732.91723632813, 1.76326186007831, NoAcc, 56.1313304380916, 56.1313304380916, 56.1652031002391, 89.7546686389497, 90.7010278007715, 1052.09158272096, 0.150879843479843
70.8199999628996, 10984.3800484507, 10984.3798828125, -0.10055386275053, -74.2116165161133, 359.596278319619, 486.003268785537, 291.226053180251, 210.942810568112, 15610.5665442552, 31.9263924387776, -591893.909270144, 323.065226980533, 0.125915059714303, 103.109756469727, 1734.33331298828, 1734.30666351318, 1.777189416437, NoAcc, 55.4851422149153, 55.4851422149153, 55.543381694212, 90.2545719998439, 89.8476076446838, 1069.19437072924, 0.148492760198158
71.8399999623653, 11282.9445897461, 11282.9443359375, -0.10060753673315, -74.191032409668, 366.964785703106, 494.537089569998, 294.297121675013, 219.208480948912, 16018.5998568322, 32.3399954707095, -591528.988462361, 324.020197631549, 0.131113921946587, 102.478691101074, 1735.6584777832, 1735.63314056396, 1.79124524857444, NoAcc, 54.8394125095899, 54.8394125095899, 55.0285367618606, 89.7379804601563, 90.1966852720805, 1086.41566596529, 0.146116043930924
72.8599999618309, 11584.6202008965, 11584.6201171875, -0.100653514266014, -74.1696548461914, 374.5463388408, 503.267071796019, 297.404923900061, 227.673606680806, 16432.8590273735, 32.7617970024724, -591146.386211991, 325.000462009477, 0.121618082353865, 101.847625732422, 1736.9231262207, 1736.89874267578, 1.80543405179506, NoAcc, 54.1938757370903, 54.1938757370903, 54.0047708038402, 90.241854090017, 89.6283142271975, 1103.75605312859, 0.143727124928312
73.9599999612547, 11913.565670616, 11913.5654296875, -0.100697748363018, -74.1456985473633, 382.988139319257, 512.933781946481, 300.800676108502, 237.063004519674, 16886.850036131, 33.2266292655332, -590711.511233573, 326.088656476128, 0.114646167058706, 101.167060852051, 1738.22091674805, 1738.19797515869, 1.82089048805326, NoAcc, 53.4851721223541, 53.4851721223541, 53.4658053131441, 90.2322852206235, 89.2763242354575, 1122.59138472693, 0.141158011973394
74.9799999607203, 12221.9228646299, 12221.9228515625, -0.100740268826485, -74.1226119995117, 391.072270351499, 522.157136442776, 303.954474475557, 246.067466529333, 17313.4882215129, 33.6633503634062, -590284.120205862, 327.124725646703, 0.113182129204525, 100.536003112793, 1739.36534881592, 1739.34330749512, 1.83537052753202, NoAcc, 52.8524651677778, 52.8524651677778, 52.7699132806314, 89.7745255240609, 90.0459340271575, 1140.18282894601, 0.138786108907631
75.999999960186, 12533.5375394054, 12533.537109375, -0.100770272314548, -74.0986709594727, 399.393120773709, 531.588144718519, 307.176556502228, 255.259530785426, 17747.8052665192, 34.1124823078463, -589837.149953539, 328.192763135024, 0.107163657398536, 99.9049377441406, 1740.45532989502, 1740.4344329834, 1.84999910298748, NoAcc, 52.2068370709777, 52.2068370709777, 52.0416444940803, 90.2141949930009, 89.7570506810416, 1157.89644120741, 0.136397911486697
77.0199999596516, 12848.5362924277, 12848.5361328125, -0.100801825523376, -74.0738677978516, 407.933385451151, 541.192583025999, 310.499395591302, 264.574700799366, 18191.0779121234, 34.5776377272913, -589373.022990064, 329.295616081948, 0.109628687505332, 99.2738723754883, 1741.49268341064, 1741.47269439697, 1.86478068923221, NoAcc, 51.5609007307629, 51.5609007307629, 51.948542805845, 89.7784404858916, 90.0022494891371, 1175.73320143748, 0.133988046523527
78.0399999591173, 13166.8406310837, 13166.8406310837, -0.100833162665367, -74.0481643676758, 416.725655013986, 551.051151640205, 313.822805825621, 274.181542213495, 18640.193043132, 35.0486192653079, -588882.785658112, 330.427235671812, 0.10821584524511, 98.6428070068359, 1742.47914123535, 1742.46014404297, 1.8797199869197, NoAcc, 50.9145915502477, 50.9145915502477, 50.8148378824104, 90.2142020979278, 90.1801229321813, 1193.69418501716, 0.131563859363459
79.0599999585829, 13488.623494809, 13488.623046875, -0.10085678845644, -74.0215530395508, 425.787034708393, 561.146372544991, 317.245907537127, 283.988790406789, 19098.7275661245, 35.5365360688439, -588369.959589211, 331.598819918931, 0.106040884071812, 98.0117416381836, 1743.41696929932, 1743.39908599854, 1.89482382613743, NoAcc, 50.2675689185421, 50.2675689185421, 50.2763571396104, 90.2138476973343, 89.6066527152692, 1211.78020407899, 0.129129354911637
80.1599999580067, 13839.5404871274, 13839.5400390625, -0.100888282060623, -73.9918060302734, 435.880553377307, 572.36580307395, 320.925860463829, 294.954994699291, 19599.7269862875, 36.0689335323768, -587781.934531768, 332.89832574251, 0.106867326750342, 97.331184387207, 1744.37665557861, 1744.3596496582, 1.9113024149927, NoAcc, 49.5563854299206, 49.5563854299206, 49.68656498134, 89.7844252861982, 89.96683404504, 1231.42661228475, 0.126496296124402
81.1799999574723, 14168.5388930166, 14168.5388930166, -0.100913897156715, -73.9632110595703, 445.524824986446, 583.047554313185, 324.356202247997, 305.426625791628, 20071.4508730214, 36.5716924535438, -587205.827846885, 334.13980040066, 0.104591930328334, 96.7001190185547, 1745.22018432617, 1745.20413208008, 1.92676447934311, NoAcc, 48.920614317382, 48.920614317382, 48.6183394860343, 90.2083486628599, 90.0566156107923, 1249.77686571014, 0.124026821795145
82.199999956938, 14501.1749689699, 14501.1748046875, -0.100932620465755, -73.9336395263672, 455.430201793947, 593.941973164018, 327.922802074805, 316.043200505063, 20554.5189244905, 37.0963743862175, -586606.809262805, 335.427990556993, 0.103923710753485, 96.0690536499023, 1746.02042388916, 1746.00521850586, 1.94240761854573, NoAcc, 48.2710740608608, 48.2710740608608, 48.4045729884089, 90.2088528283345, 89.6442504560942, 1267.89436492582, 0.121527497664288
83.2199999564036, 14837.3941196169, 14837.3941196169, -0.100958667695522, -73.9030456542969, 465.614278907721, 605.113102910657, 331.492297032359, 326.970203124027, 21044.4230146497, 37.6290299847556, -585974.762809665, 336.752970260491, 0.104807192949686, 95.43798828125, 1746.77861022949, 1746.76412963867, 1.95823595896483, NoAcc, 47.6206503931702, 47.6206503931702, 47.6438872047324, 89.7910600711087, 90.2641054368476, 1286.50360217952, 0.119010305611935
84.2399999558693, 15177.2511238307, 15177.2509765625, -0.100975975394249, -73.8714218139648, 476.098033727937, 616.576685485342, 335.087605198155, 338.209453685395, 21542.2009655136, 38.1727515417116, -585308.110739446, 338.119755481175, 0.103218796439772, 94.8069229125977, 1747.49575042725, 1747.48222351074, 1.97425547314883, NoAcc, 46.9690161208768, 46.9690161208768, 46.6255487918633, 90.2055750207933, 89.8860002172697, 1305.24425475034, 0.1164798299982
85.2599999553349, 15520.8834521797, 15520.8834521797, -0.100992359220982, -73.8387451171875, 486.866776628131, 628.29802694911, 338.764825588473, 349.682214486637, 22050.1134127451, 38.7339881315148, -584610.011335051, 339.534241723995, 0.102704103957267, 94.1758651733398, 1748.17358398438, 1748.16072845459, 1.9904717718086, NoAcc, 46.3161318369692, 46.3161318369692, 46.4462275574071, 89.7934100812494, 89.6801865685662, 1323.74615384368, 0.113934898857392
86.3599999547587, 15895.6197549653, 15895.6197549653, -0.101015254855156, -73.8022766113281, 498.80243517468, 641.256292138329, 342.72926899683, 362.409323154206, 22605.9953984505, 39.3492011754999, -583814.799222623, 341.1063087278, 0.103291400418092, 93.4953002929688, 1748.86213684082, 1748.84998321533, 2.00818667266862, NoAcc, 45.5978404928345, 45.5978404928345, 45.7338669533841, 89.7932165233878, 90.2094803091488, 1343.87831143005, 0.111171059589541
87.3799999542243, 16247.0254433565, 16247.025390625, -0.101031266152859, -73.7673034667969, 510.164466034577, 653.548692302096, 346.446333110988, 374.489947366141, 23130.8037768382, 39.9339897696286, -583039.467272589, 342.612821384103, 0.102589402913238, 92.8642349243164, 1749.46327209473, 1749.45179748535, 2.02483104988115, NoAcc, 44.9550549599168, 44.9550549599168, 44.8774188870237, 90.2044213279378, 90.0781800757087, 1363.03192306599, 0.108471298521142
88.39999995369, 16602.3549104638, 16602.3549104638, -0.101043254137039, -73.7312088012695, 521.787720329234, 666.052494960224, 350.321262383353, 386.700708828562, 23669.5257475727, 40.5460297547885, -582234.991757059, 344.178094055307, 0.102091681043262, 92.2331771850586, 1750.03073883057, 1750.01992797852, 2.04169261240618, NoAcc, 44.2978584815846, 44.2978584815846, 44.7125457978839, 90.204738557326, 89.6340965059772, 1382.32261818967, 0.10565576875488
89.4199999531556, 16961.5114984962, 16961.5114984962, -0.101064324378967, -73.6939468383789, 533.713366968063, 678.869658489125, 354.135162423882, 399.297188589398, 24213.9351412442, 41.1619963210332, -581383.571102794, 345.785703310466, 0.102818635533809, 91.6021118164063, 1750.56661987305, 1750.55632019043, 2.05877735133974, NoAcc, 43.6392702419971, 43.6392702419971, 43.6765061676977, 89.7948465362841, 90.3082286155929, 1401.36997004048, 0.102842883382954
